,Label,Text
3211,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
1561,ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
4783,ham,"Call me, i am senthil from hsbc."
5452,ham,What???? Hello wats talks email address?
3962,ham,Your dad is back in ph?
2535,ham,Ok enjoy . R u there in home.
2437,ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
4834,spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
5333,ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
5141,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
2546,ham,So are you guys asking that i get that slippers again or its gone with last year
943,spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
1130,ham,"So check your errors and if you had difficulties, do correction."
3441,ham,What time you thinkin of goin?
3406,ham,"Jus chillaxin, what up"
4983,ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
2090,ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
5038,ham,(You didn't hear it from me)
3484,ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
544,ham,4 oclock at mine. Just to bash out a flat plan.
2963,ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
4828,ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
2588,ham,"Aight, see you in a bit"
4153,ham,What's nannys address?
3333,ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
3766,spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
1383,ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time
5438,ham,What are youdoing later? Sar xxx
1896,ham,"Uh, heads up we don't have THAT much left"
3364,ham,Can... I'm free...
688,ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
5237,spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
4229,ham,Have you started in skye
3182,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
3073,ham,Ok lor... But buy wat?
2489,ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
4695,ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
5457,ham,Arun can u transfr me d amt
2178,ham,Oh k :)why you got job then whats up?
3509,ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! "
4878,ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
977,ham,Ok i shall talk to him
3537,ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
4705,ham,Yar but they say got some error.
3338,ham,I AM AT THE GAS STATION. GO THERE.
3797,ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
2943,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
4962,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
3946,ham,I will be gentle princess! We will make sweet gentle love...
1007,spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
5059,ham,"Geeeee ... Your internet is really bad today, eh ?"
163,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
5278,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
1357,ham,U ned to convince him tht its not possible witot hurting his feeling its the main
509,ham,What's the significance?
3115,ham,Yes watching footie but worried we're going to blow it - Phil Neville?
1154,spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
3668,ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
4826,ham,I am going to sleep. I am tired of travel.
3108,ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
2750,ham,You said not now. No problem. When you can. Let me know.
1092,ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
4324,ham,Aight well keep me informed
4696,spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
3506,ham,"life alle mone,eppolum oru pole allalo"
3202,ham,Nice.nice.how is it working?
5550,ham,"Cool, what time you think you can get here?"
144,ham,I know you are. Can you pls open the back?
2533,ham,Yup ok...
3874,ham,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-)."
3157,ham,Long time. You remember me today.
492,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
4819,ham,How's ur paper?
1861,ham,"It could work, we'll reach a consensus at the next meeting"
3149,ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
5020,ham,Great! How is the office today?
1169,ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
1053,ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
1999,ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
3063,ham,Fine. Do you remember me.
3934,ham,"Playin space poker, u?"
4597,ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
3930,ham,Yes. Nigh you cant aha.
840,spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
3331,ham,Send me yetty's number pls.
5445,ham,"And that's fine, I got enough bud to last most of the night at least"
3194,ham,I will lick up every drop :) are you ready to use your mouth as well?
970,ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
5207,ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
3942,spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
4755,ham,Ok lor... Or u wan me go look 4 u?
3416,ham,He remains a bro amongst bros
2039,ham,Hey are we going for the lo lesson or gym? 
4765,ham,Hi.:)technical support.providing assistance to us customer through call and email:)
3879,ham,What you need. You have a person to give na.
4259,ham,I am late. I will be there at
2562,ham,And maybe some pressies
5414,ham,East coast
3843,ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
4500,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
2123,ham,Do you know when the result.
2814,ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
2382,ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
4741,ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
2702,ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
5363,ham,"I think your mentor is , but not 100 percent sure."
3940,ham,Y ü wan to go there? C doctor?
2400,ham,Oh... Kay... On sat right?
2236,ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx"
4822,ham,Im good! I have been thinking about you...
2692,ham,Hey tmr meet at bugis 930 ?
1971,ham,Nvm it's ok...
1505,ham,Oh my God. I'm almost home
1414,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
2485,ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
5502,ham,Apo all other are mokka players only
5227,ham,I re-met alex nichols from middle school and it turns out he's dealing!
3050,ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
2697,ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
3412,ham,Only once then after ill obey all yours.
3263,ham,O shore are you takin the bus
646,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
1686,ham,Cramps stopped. Going back to sleep
764,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
3614,ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
5160,ham,Ok... Then r we meeting later?
5223,ham,If I die I want u to have all my stuffs.
1789,ham,Arun can u transfr me d amt
4322,ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
3043,ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
428,ham,Any pain on urination any thing else?
2059,ham,Ugh fuck it I'm resubbing to eve
4331,ham,i thought we were doing a king of the hill thing there.
2229,ham,Those were my exact intentions
5156,ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
3360,spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
4031,ham,"Cool, I'll text you in a few"
3122,ham,Small problem in auction:)punj now asking tiwary
1811,ham,"Now, whats your house # again ? And do you have any beer there ?"
117,spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
660,spam,88800 and 89034 are premium phone services call 08718711108
2623,ham,Ok lor...
3910,ham,Serious? What like proper tongued her
4143,ham,Infact happy new year. How are you where are you when are we seeing
1998,ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
3066,ham,"Sounds good, keep me posted"
3776,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
5242,ham,Hmm thinking lor...
5488,ham,K. I will sent it again
5443,spam,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
5016,ham,I think the other two still need to get cash but we can def be ready by 9
5459,ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
5246,ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
1166,ham,"Haha yeah I see that now, be there in a sec"
1290,ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
4222,ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
4768,spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
3543,ham,Ü come lt 25 n pass to me lar
1618,ham,Did u download the fring app?
3227,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
765,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
985,ham,Yo guess what I just dropped
4148,ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
1020,ham,Don know..wait i will check it.
1748,ham,I think u have the wrong number.
3260,spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
2978,ham,"Ok omw now, you at castor?"
3903,ham,"Right on brah, see you later"
5135,ham,Sorry * was at the grocers.
2819,ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
2988,ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
4401,ham,Juz go google n search 4 qet...
5272,ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
3888,ham,Cab is available.they pick up and drop at door steps.
2352,spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 "
3571,spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
4036,spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
418,spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
223,ham,"Sorry, I'll call later"
2735,ham,Can you do a mag meeting this avo at some point?
2404,ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
3216,ham,I want snow. It's just freezing and windy.
5362,ham,I'm in inside office..still filling forms.don know when they leave me.
1635,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
4723,ham,"I'm home, my love ... If your still awake ... *loving kiss*"
609,ham,Neva mind it's ok..
661,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
2388,ham,Also where's the piece
3116,ham,I wait 4 ü inside da car park...
929,ham,Oh all have to come ah?
4301,ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
5048,ham,Hmmm.still we dont have opener?
1328,spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
4102,spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
2139,ham,K still are you loving me.
3618,ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
4085,ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
4509,ham,Not able to do anything.
1070,ham,Jus finish bathing...
2640,ham,Why she wants to talk to me
1244,ham,No shoot me. I'm in the docs waiting room. :/
4676,spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
4288,ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
5209,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
4541,ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
4638,ham,Oh ho. Is this the first time u use these type of words
798,ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic
2196,ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance"
596,ham,I am great! How are you?
5192,ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
2005,ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
2273,ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
5513,ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
1243,ham,Nobody can decide where to eat and dad wants Chinese
2327,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
4641,ham,Do you hide anythiing or keeping distance from me
3803,ham,No da. I am happy that we sit together na
4742,ham,Many more happy returns of the day. I wish you happy birthday.
3610,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
106,ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
4017,ham,In which place i can get rooms cheap:-)
1950,ham,Wait 2 min..stand at bus stop
4570,ham,At WHAT TIME should i come tomorrow
43,ham,WHO ARE YOU SEEING?
777,ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
566,ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
1639,ham,Great comedy..cant stop laughing da:)
1652,ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
4008,ham,I'm reaching home in 5 min.
944,ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
3742,spam,2/2 146tf150p
3770,ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
4670,ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
3310,ham,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
1086,ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
206,ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
3914,ham,Yeah whatever lol
4524,ham,Actually I decided I was too hungry so I haven't left yet :V
2630,ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
2849,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
4212,ham,Oi when you gonna ring
3355,ham,R u sure they'll understand that! Wine * good idea just had a slurp!
1656,ham,At 7 we will go ok na.
3617,ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
2813,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
4390,ham,"K I'm ready,  &lt;#&gt; ?"
4650,ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
3446,ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
2862,ham,I am not at all happy with what you saying or doing
1220,ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
112,ham,Going for dinner.msg you after.
5316,ham,Jus finish watching tv... U?
533,ham,Gudnite....tc...practice going on
5094,ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
3181,ham,There the size of elephant tablets & u shove um up ur ass!!
5489,ham,Oh thanks a lot..i already bought 2 eggs ..
2079,spam,85233 FREE>Ringtone!Reply REAL
3699,ham,S:)but he had some luck.2 catches put down:)
5248,ham,U come n search tat vid..not finishd..
4244,ham,Okie...
5509,ham,Lol they were mad at first but then they woke up and gave in.
88,ham,I'm really not up to it still tonight babe
737,ham,Thanks for looking out for me. I really appreciate.
1223,ham,Teach me apps da. When you come to college.
1275,ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
113,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
521,ham,But that's on ebay it might be less elsewhere.
4918,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
4116,ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
2941,spam,You have 1 new message. Please call 08712400200.
2642,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
3696,ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
3494,ham,"Cool, text me when you head out"
3977,ham,I wish u were here. I feel so alone
4240,ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
2442,ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
95,spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
4898,ham,I cant pick the phone right now. Pls send a message
3689,ham,I'll meet you in the lobby
2593,ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
2867,ham,Smith waste da.i wanna gayle.
2551,ham,Please sen :)my kind advice :-)please come here and try:-)
637,ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
3222,spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
4182,ham,"Ok da, i already planned. I wil pick you."
859,ham,Spoons it is then okay?
60,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
1611,ham,I'll probably be around mu a lot
560,ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
4128,ham,"Sorry, I'll call later"
1236,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
2912,ham,"Sorry,in meeting I'll call later"
2374,spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
174,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
4845,spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
2871,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
3379,ham,Hows that watch resizing
3374,ham,"Looks like you found something to do other than smoke, great job!"
3316,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
1371,ham,Hope you are feeling great. Pls fill me in. Abiola
61,ham,Ha ha ha good joke. Girls are situation seekers.
3593,ham,I anything lor...
1048,spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
4142,ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
4655,ham,Hope you are having a great day.
5112,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
3854,ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
3559,ham,No da. . Vijay going to talk in jaya tv
1444,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
672,spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468"
2058,ham,"Nothing, i got msg frm tht unknown no.."
3513,ham,Already one guy loving you:-.
429,ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
23,ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
1482,ham,"I'm a guy, browsin is compulsory"
5541,ham,Yeah it's jus rite...
2974,ham,Happy New Year Princess!
1798,ham,Can i get your opinion on something first?
4211,ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
2637,ham,Thank god they are in bed!
3057,ham,Webpage s not available!
3282,ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
2443,ham,I donno if they are scorable
1518,spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
598,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
883,ham,I love to give massages. I use lots of baby oil... What is your fave position?
3919,ham,No need to ke qi... Ü too bored izzit y suddenly thk of this...
4534,spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
441,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
2037,ham,You can jot down things you want to remember later.
3351,ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
2425,ham,Oh k k:)but he is not a big hitter.anyway good
3536,ham,I'm at home. Please call
4575,ham,:( but your not here....
5101,ham,Nope thats fine. I might have a nap tho! 
933,ham,So do you have samus shoulders yet
3421,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
4766,ham,if you text on your way to cup stop that should work. And that should be BUS
3681,ham,I cant pick the phone right now. Pls send a message
5058,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
4190,ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
371,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
3340,ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
2027,ham,"Nah man, my car is meant to be crammed full of people"
3542,ham,If you are not coughing then its nothing
4072,ham,I've reached home n i bathe liao... U can call me now...
3815,ham,Can. Dunno wat to get 4 her...
2022,ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
412,ham,Cos i want it to be your thing
